10009,1374731
10009,625424
10009,2844309
10009,2316846
10009,1363750
10009,4000572
10009,2293207
10009,2408001
10009,2828248
10009,1242069
10009,1856127
10009,1879368
10009,793394
10009,2292222
10009,2368693
10009,3445716
10009,1946092
10009,2316641
10009,2201535
10009,620342
10009,568232
10009,111965
10009,1333981
10009,2286096
10009,3621977
10009,890468
10009,3715681
10009,2091546
10009,2835459
10009,1367649
10009,1187594
10009,2398764
10009,1768010
10009,2202094
10009,2039419
10009,604038
10009,1855813
10009,2113707
10009,1901046
10009,1411419
10009,1048037
10009,4320164
10009,625731
10009,2823870
10009,1410615
10009,4324774
10009,597444
10009,4167046
10009,4236035
10009,2198061
10009,1520505
10009,2186731
10009,2831029
10009,1470376
10009,1901178
10009,3218975
10009,1856531
10009,616555
10009,864651
10009,1878875
10009,3446578
10009,2282151
10009,2316722
10009,572468
10009,1039912
10009,2461182
10009,1871897
10009,1947807
10009,2380833
10009,2847809
10009,1369836
10009,616313
10009,1407967
10009,1715734
10009,473526
10009,1852059
10009,2285870
10009,597846
10009,3707478
10009,1334676
10009,2316422
10009,630113
10009,1059730
10009,611938
10009,2838429
10009,1061905
10009,2101541
10009,97062
10009,2830618
10009,1949006
10009,93706
10009,205408
10009,3982434
10009,557384
10009,1044263
10009,2285659
10009,1172018
10009,561498
10009,631012
10009,1062294
10009,2404370
10009,2379295
10009,3492322
10009,1858934
10009,4320060
10009,104370
10009,2316468
10009,1857939
10009,2314857
10009,1948306
10009,1362381
10009,2106983
10009,1877091
10009,1687104
10009,1854233
10009,2831898
10009,1716070
10009,2845295
10009,2008432
10009,2100153
10009,910973
10009,604260
10009,4228145
10009,1553323
10009,2113648
10009,1849158
10009,629344
10009,2525663
10009,2388123
10009,3445089
10009,913557
10009,911729
10009,559472
10009,36992
10009,3981526
10009,2316549
10009,1826031
10009,1855325
10009,2839037
10009,1405850
10009,1411803
10009,109644
10009,1760491
10009,2201699
10009,2130286
10009,1574365
10009,2405588
10009,2316670
10009,1883444
10009,2202294
10009,2387981
10009,617489
10009,36894
10009,4320549
10009,3436191
10009,1769006
10009,2388233
10009,3981970
10009,1856809
10009,611995
10009,604128
10009,1066144
10009,2386505
10009,10149
10009,109916
10009,2286481
10009,2826386
10009,4000136
10009,4227761
10009,1581448
10009,405775
10009,2229520
10009,2402606
10009,895615
10009,2201642
10009,1037595
10009,718894
10009,2387102
10009,1771819
10009,4401012
10009,1270290
10009,1062564
10009,101829
10009,1772028
10009,1065187
10009,111942
10009,15214
10009,112401
10009,817210
10009,1855622
10009,1055093
10009,571669
10009,3451400
10009,1412200
10009,2301123
10009,622226
10009,4712579
10009,2092188
10009,718038
10009,3724045
10009,2304969
10009,2092312
10009,2130498
10009,477706
10009,556199
10009,2831646
10009,1028194
10009,3450579
10009,4015374
10009,2106372
10009,569053
10009,898461
10009,1374235
10009,3484416
10009,2302414
10009,2410205
10009,2316478
10009,1900129
10009,571591
10009,1498266
10009,1028364
10009,625647
10009,1409817
10009,2106909
10009,1887545
10009,2838887
10009,628028
10009,1584034
10009,816099
10009,1374710
10009,1879894
10009,2406747
10009,1867865
10009,1062984
10009,605800
10009,2103910
10009,611264
10009,476257
10009,2831098
10009,3218825
10009,1555239
10009,4015422
10009,2228851
10009,628671
10009,4324666
10009,2384443
10009,3444140
10009,625030
10009,613354
10009,1856110
10009,1760936
10009,1892260
10009,2316756
10009,2265015
10009,569819
10009,1059600
10009,3649235
10009,2848548
10009,4402599
10009,2840679
10009,1890448
10009,2292772
10009,4294851
10009,2408360
10009,2380217
10009,2104058
10009,1859092
10009,2200544
10009,618772
10009,1029576
10009,2316494
10009,1879872
10009,459145
10009,1852571
10009,1060729
10009,1851898
10009,2377316
10009,2379674
10009,916959
10009,3717238
10009,1410674
10009,625398
10009,1039853
10009,4232567
10009,1888263
10009,2409256
10009,2074316
10009,1945884
10009,91683
10009,817424
10009,1947802
10009,1885260
10009,1328773
10009,96793
10009,2405031
10009,3445764
10009,557709
10009,3649286
10009,4228784
10009,2641702
10009,1403184
10009,1399592
10009,571882
10009,2186571
10009,2105102
10009,1854360
10009,37175
10009,1948892
10009,1854700
10009,1031148
10009,600056
10009,2092275
10009,2389428
10009,2041982
10009,1869941
10009,114332
10009,1880752
10009,1873090
10009,104504
10009,608827
10009,2406143
10009,449429
10009,718595
10009,2186260
10009,256193
10009,984096
10009,619774
10009,1431631
10009,3631568
10009,817492
10009,2316715
10009,2380772
10009,3630094
10009,2302328
10009,918077
10009,2316540
10009,984077
10009,2292962
10009,1872469
10009,39234
10009,205285
10009,3626721
10009,1997651
10009,4401628
10009,2102798
10009,1872454
10009,3950966
10009,563964
10009,2102084
10009,2316650
10009,1858190
10009,1117409
10009,1769941
10009,1853356
10009,784732
10009,571744
10009,3492555
10009,4260858
10009,1364488
10009,624018
10009,2843307
10009,4372200
10009,1859081
10009,3441952
10009,1051685
10009,1054105
10009,1056539
10009,543001
10009,2092241
10009,3441419
10009,3484240
10009,3484747
10009,1571336
10009,449634
10009,2406588
10009,2286992
10009,1881159
10009,1889503
10009,1715698
10009,2128727
10009,2385147
10009,2461853
10009,3448601
10009,1031428
10009,540454
10009,94365
10009,2087764
10009,3706296
10009,114941
10009,2590826
10009,3444974
10009,1944197
10009,606679
10009,1364552
10009,1946625
10009,2840567
10009,1615014
10009,104387
10009,114932
10009,2089697
10009,3809790
10009,3998561
10009,1360121
10009,562419
10009,597612
10009,2316672
10009,918664
10009,1038968
10009,1887092
10009,1293207
10009,606435
10009,2389504
10009,2288456
10009,2709256
10009,1373549
10009,4237396
10009,630977
10009,1402260
10009,607230
10009,112735
10009,1892181
10009,1404289
10009,2379777
10009,3491325
10009,1364346
10009,1883819
10009,2316070
10009,1058003
10009,2830417
10009,1881583
10009,2316718
10009,2112159
10009,1943431
10009,2405165
10009,1761027
10009,2849319
10009,1412201
10009,1020712
10009,2830212
10009,2378525
10009,2839965
10009,2089174
10009,1056681
10009,3982279
10009,1993763
10009,1470379
10009,4346381
10009,3815781
10009,1772254
10009,1890483
10009,1030151
10009,3437228
10009,3321602
10009,976330
10009,1881982
10009,114873
